name,description,brand,size_by_ml,six,type,old_price,price
safran rare,"safran rare by amouroud unisex pefume - eau de parfum, 100ml","amouroud unisex pefume - eau de parfum, 100ml",100,unisex,parfum,433.48,433.48
paco rabanne black xs l'exces eau de toilette,paco rabanne black xs l'exces eau de toilette for men 50ml,na,50,men,toilette,320.00,320.00
diesel loverdose for women,"diesel loverdose for women by diesel for women -eau de parfum, 75 ml-",diesel ,75,women,parfum,174.95,174.95
just cavalli gold,"just cavalli gold by roberto cavalli for men - eau de parfum, 90ml",roberto cavalli ,90,men,parfum,387.45 SAR,198.00
crown white,"crown white by dorall collection for men - eau de toilette, 100ml",dorall collection ,100,men,toilette,25.99,25.99
awedony white,"awedony white by al raheeb for unisex - eau de parfum, 100ml",al raheeb ,100,unisex,parfum,31.49,31.49
lotus women eau de parfum 100ml,lotus women eau de parfum 100ml,na,100,women,parfum,126.00 SAR,30.00
narciso rodriguez narciso rouge eau de parfum 50ml,narciso rodriguez narciso rouge eau de parfum 50ml,na,50,na,parfum,257.20,257.20
sehr alkalemat,"sehr alkalemat by arabian oud for unisex - eau de parfum, 100ml",arabian oud ,100,unisex,parfum,440.00 SAR,390.00
outspoken fresh perfume,"outspoken fresh perfume by avon for women, 50 ml",avon ,50,women,na,116.00 SAR,70.00
pure shine,"pure shine by the woods collection for unisex - eau de parfum, 100 ml",the woods collection ,100,unisex,parfum,185.47,185.47
aspen,"aspen for men - eau de cologne, 118ml",na,118,men,na,56.00,56.00
m7 oud absolu,"m7 oud absolu by yves saint laurent for men - eau de toilette, 80ml",yves saint laurent ,80,men,toilette,289.00,289.00
brit rhythm miniature,"brit rhythm miniature by burberry for women - eau de toilette, 5ml",burberry ,5,women,toilette,26.99,26.99
woody intense,"woody intense by arabian oud for men & women - oud, 100 ml",arabian oud ,100,unisex,na,350.00 SAR,329.00
balmain homme,"balmain homme by pierre balmain for men - eau de toilette, 100ml",pierre balmain ,100,men,toilette,151.48,151.48
reves 18 carat,reves 18 carat for men 100ml - eau de parfum,na,100,men,parfum,62.99,62.99
libre,"libre by yves saint laurent for men - eau de toilette, 100ml",yves saint laurent ,100,men,toilette,278.00,278.00
calvin keline obsessed eau de toilette,"calvin keline obsessed eau de toilette for men, 125ml",na,125,men,toilette,162.10,162.10
ficion man,"ficion man for men - eau de parfum, 100ml",na,100,men,parfum,120.00 SAR,89.95
burberry my burberry blush,burberry my burberry blush for women 90ml - eau de parfum,na,90,women,parfum,288.40,288.40
silver scent,"silver scent by jacques bogart for men - eau de toilette, 100 ml",jacques bogart ,100,men,toilette,74.75,74.75
alfrid vernt arabian isle - eau de parfum - 80ml,alfrid vernt arabian isle - eau de parfum - 80ml,na,80,na,parfum,263.00 SAR,89.99
bebe,"bebe by bebe 100ml l authentic fragrances by pandora's box, l",bebe 100ml l authentic fragrances ,100,na,na,106.98,106.98
baiser vole,"baiser vole by cartier for women - eau de parfum, 30ml",cartier ,30,women,parfum,118.48,118.48
private affairs,private affairs by baldessarini for men  90ml eau de toilette,baldessarini ,90,men,toilette,101.78,101.78
"azzaro chrome intense m ,edt ,100ml","azzaro chrome intense m ,edt ,100ml",na,100,na,na,134.47,134.47
plaisir parfum for women,"plaisir parfum for women by j.casanova , eau de parfum , 50ml","j.casanova , eau de parfum , 50ml",50,women,parfum,109.95,109.95
hugo boss woman,"hugo boss woman for women [90 ml, eau de parfum]",na,90,women,parfum,154.20,154.20
gres cabotine eau de toilette,gres cabotine eau de toilette for women - 100ml,na,100,women,toilette,76.50,76.50
si intense,"si intense by giorgio armani for women - eau de parfum, 50ml",giorgio armani ,50,women,parfum,256.92,256.92
khas lil rijal black edition,"khas lil rijal black edition by lattafa for men , eau de parfum, 100ml",lattafa ,100,men,parfum,48.98,48.98
man in red,"man in red by ferrari for men - eau de toilette, 100ml",ferrari ,100,men,toilette,128.99,128.99
lacostetouch of pink 50 ml edt women,lacostetouch of pink 50 ml edt women,na,50,women,na,135.00,135.00
avon odyssey eau de cologne,"avon odyssey eau de cologne for women, 50ml",na,50,women,na,116.00 SAR,65.00
"cartier baiser vole lys rose ,edt ,100ml","cartier baiser vole lys rose ,edt ,100ml",na,100,na,na,538.00 SAR,189.00
colonia intensa oud,"colonia intensa oud by acqua di parma for men - eau de toilette concentree, 180ml",acqua di parma ,180,men,toilette,566.99,566.99
gucci,"gucci by gucci for women - eau de toilette, 75ml",gucci ,75,women,toilette,260.00,260.00
miss frank oliver,miss frank oliver for women edp 75ml,na,75,women,na,74.48,74.48
swiss arabian kashkha,"swiss arabian kashkha for women - eau de parfume, 50ml",na,50,women,parfum,93.00,93.00
soir d'orient,"soir d'orient by sisley for women - eau de parfum, 100 ml",sisley ,100,women,parfum,495.00,495.00
عطر بلاك أفغانو حجم 30 تركيز بارفيوم وليس او ادي بارفيوم من black afgano,عطر بلاك أفغانو حجم 30 تركيز بارفيوم وليس او ادي بارفيوم من black afgano by nasomatto,nasomatto,,na,na,598.49,598.49
woman,"woman by versace for women - eau de parfum, 50 ml",versace ,50,women,parfum,90.90,90.90
calvin klein eternity intense,calvin klein eternity intense for men 100ml - eau de toilette,na,100,men,toilette,148.35,148.35
world,"world by kenzo for women - eau de toilette, 75 ml",kenzo ,75,women,toilette,255.00,255.00
mercedes benz mercedes benz intense,"mercedes benz mercedes benz intense for men (120ml, eau de toilette)",na,120,men,toilette,148.34,148.34
black rock dehn,"black rock dehn by arabian oud ,unisex , 6 ml , 101010076-2","arabian oud ,unisex , 6 ml , 101010076-2",6,unisex,na,330.98,330.98
sex appeal,"sex appeal by jovan for men - eau de cologne , 88 ml",jovan ,88,men,na,140.00,140.00
hugo boss hugo,hugo boss hugo for women 50ml - eau de parfum,na,50,women,parfum,148.00,148.00
ck one,"ck one by calvin klein for women - eau de toilette, 100ml",calvin klein ,100,women,toilette,90.00,90.00
mancera velvet vanilla,mancera velvet vanilla for unisex 120ml - eau de parfum,na,120,unisex,parfum,233.97,233.97
tommy hilfiger tommy boy est 1985,"tommy hilfiger tommy boy est 1985 for men -100 ml, eau de cologne-",na,100,men,na,123.78,123.78
cartier eau de toilette perfume,"cartier eau de toilette perfume for men , men",na,,men,toilette,153.97,153.97
elizabeth arden provocative woman,"elizabeth arden provocative woman for women -100ml, eau de parfum-",na,100,women,parfum,74.45,74.45
hummer hummer chrome,hummer hummer chrome for men 125ml - eau de toilette,na,125,men,toilette,57.98,57.98
bvlgari splendida iris,"bvlgari splendida iris for , women , 100ml",na,100,women,na,228.99,228.99
guilty intense,"guilty intense by gucci for men - eau de toilette, 90ml",gucci ,90,men,toilette,169.45,169.45
pink sugar,"pink sugar by aquolina for women - eau de parfum, 100ml",aquolina ,100,women,parfum,222.60 SAR,70.98
cartier baiser vole essence de parfum,"cartier baiser vole essence de parfum for women (80 ml, eau de parfum )",na,80,women,parfum,221.00,221.00
yves saint-laurent - la nuit de l'homme le parfum,yves saint-laurent - la nuit de l'homme le parfum,na,,na,parfum,264.99,264.99
le baiser du dragon,"le baiser du dragon by cartier for women - eau de parfum, 100ml",cartier ,100,women,parfum,226.46,226.46
dc one gold,"dc one gold by dorall collection unisex perfume - eau de toilette, 100ml","dorall collection unisex perfume - eau de toilette, 100ml",100,unisex,toilette,20.00,20.00
manqu'e al musk,"manqu'e al musk by lattafa for unisex - eau de parfum, 100ml",lattafa ,100,unisex,parfum,34.23,34.23
boucheron place vendome,"boucheron place vendome by boucheron for women - eau de parfum, 50ml",boucheron ,50,women,parfum,102.48,102.48
le male,"le male by jean paul gaultier for men - eau de toilette, 75ml",jean paul gaultier ,75,men,toilette,284.19,284.19
"prada infusion d,iris","prada infusion d,iris by prada unisex perfume - eau de parfum, 8ml","prada unisex perfume - eau de parfum, 8ml",8,unisex,parfum,203.49,203.49
bath & body works dark kiss,bath & body works dark kiss for unisex 236ml - perfume mist,na,236,unisex,na,79.00,79.00
pour homme,"pour homme by cacheral for men - eau de toilette, 100 ml",cacheral ,100,men,toilette,188.95,188.95
arabian oud luxury oud - 100ml - unisex,arabian oud luxury oud - 100ml - unisex,na,100,unisex,na,600.00 SAR,423.97
lulu caty metallic box,"lulu caty metallic box for women eau de toilette,100 ml",na,100,women,toilette,45.49,45.49
pegasus,pegasus by parfums de marly 125ml eau de toilette,parfums de marly 125ml eau de toilette,125,na,parfum,498.70,498.70
k,"k by dolce & gabbana for men - eau de toilette, 100ml",dolce & gabbana ,100,men,toilette,456.00 SAR,408.07
royal oud,royal oud by montale 100ml eau de parfum,montale 100ml eau de parfum,100,na,parfum,389.00 SAR,272.89
idole perfume,idole perfume for men 90ml eau de toilette,na,90,men,toilette,69.96,69.96
lorenzo villoresi sandalo,lorenzo villoresi sandalo for unisex 100ml - eau de toilette,na,100,unisex,toilette,398.99,398.99
donna,"donna by trussardi for women - eau de parfum, 30ml",trussardi ,30,women,parfum,103.40,103.40
flora eau fraiche,"flora eau fraiche by gucci for women - eau de toilette, 75ml",gucci ,75,women,toilette,180.48,180.48
dolce & gabbana the one eau de toilette - 100 ml,dolce & gabbana the one eau de toilette - 100 ml,na,100,na,toilette,218.99,218.99
lanvin me,"lanvin me by lanvin for women - eau de parfum, 50ml",lanvin ,50,women,parfum,200.00 SAR,68.93
carolina herrera 212 vip wild party eau de toilette spray (limited edition) 80ml/2.7oz,carolina herrera 212 vip wild party eau de toilette spray (limited edition) 80ml/2.7oz,na,80,na,toilette,399.00 SAR,239.79
club de nuit,club de nuit by sterling armaf women 3.6 oz eau de parfum spray in box sealed,sterling armaf women 3.6 oz eau de parfum spray in box sealed,,women,parfum,280.00 SAR,110.20
"ferrari black iphone 6 cover, eau de toilette, 25 ml","ferrari black iphone 6 cover, eau de toilette, 25 ml",na,25,na,toilette,220.00 SAR,46.13
declaration,"declaration by cartier for men - eau de toilette, 100ml",cartier ,100,men,toilette,150.17,150.17
burberry my burberry,burberry my burberry for women 50ml - eau de toilette,na,50,women,toilette,133.90,133.90
secret,"secret by rasasi for women - eau de parfum, 75ml",rasasi ,75,women,parfum,39.00,39.00
estee lauder aliage,estee lauder aliage for women 50ml - eau de parfum,na,50,women,parfum,222.95,222.95
black musk,"black musk by chevas unisex - eau de parfum, 100ml","chevas unisex - eau de parfum, 100ml",100,unisex,parfum,199.00 SAR,55.00
alf laila wa laila perfume,"alf laila wa laila perfume by ajmal , 60 ml","ajmal , 60 ml",60,na,na,115.50,115.50
jeanne lanvin,jeanne lanvin for women 100 ml,na,100,women,na,95.43,95.43
fantasy the nice remix,"fantasy the nice remix by britney spears for women - eau de parfum, 50ml",britney spears ,50,women,parfum,44.49,44.49
fantasy the nice remix,"fantasy the nice remix by britney spears for women - eau de parfum, 50ml",britney spears ,50,women,parfum,44.49,44.49
fiori vince camuto,fiori vince camuto for women eau de parfum 100ml,na,100,women,parfum,282.10,282.10
loverdose,"loverdose by diesel for women - eau de parfum, 50ml",diesel ,50,women,parfum,104.95,104.95
armani acqua di gio absolu,armani acqua di gio absolu for men edp 125ml,na,125,men,na,383.69,383.69
fogg impressio,fogg impressio for men 100ml - eau de parfum,na,100,men,parfum,61.00,61.00
le baiser du dragon,"le baiser du dragon by cartier for women - eau de parfum, 100 ml",cartier ,100,women,parfum,218.99,218.99
ferrari bright neroli- 100ml eau de toilette,ferrari bright neroli- 100ml eau de toilette,na,100,na,toilette,85.47,85.47
shaghaf,"shaghaf by swiss arabian for men - eau de parfum, 75ml",swiss arabian ,75,men,parfum,81.48,81.48
casmir,"casmir by chopard for women - eau de parfum, 100ml",chopard ,100,women,parfum,113.48,113.48
sauvage very cool spray,"sauvage very cool spray by dior for men - eau de toilette, 100ml",dior ,100,men,toilette,368.99,368.99
first class,"first class by etienne aigner for men - eau de toilette, 100 ml",etienne aigner ,100,men,toilette,89.48,89.48
roses vanille hair mist ,"roses vanille hair mist  by mancera for women - eau de parfum , 120ml",mancera ,120,women,parfum,221.97,221.97
sephora wood eau de parfum 100ml,sephora wood eau de parfum 100ml,na,100,na,parfum,89.50,89.50
mahasin crystal oud,"mahasin crystal oud for unisex - eau de parfum, 100ml",na,100,unisex,parfum,120.00 SAR,34.48
addict,"addict by christian dior for women - eau de parfum, 50 ml",christian dior ,50,women,parfum,365.67,365.67
must de cartier gold,"must de cartier gold by must de cartier for women - eau de parfum, 100 ml",must de cartier ,100,women,parfum,222.57,222.57
lattafa  zakariyati  ,"lattafa  zakariyati   for ,men , 100 ml , eau de parfum",na,100,na,parfum,116.00 SAR,40.49
narciso rodriguez pure musc,narciso rodriguez pure musc,na,,na,na,368.90,368.90
riflesso,"riflesso by trussardi for men - eau de toilette, 100 ml",trussardi ,100,men,toilette,159.00,159.00
l'envol,"l'envol by cartier for men - eau de parfum, 80ml",cartier ,80,men,parfum,181.85,181.85
galaxy perfumes-eau de parfum- 100ml,galaxy perfumes-eau de parfum- 100ml,na,100,na,parfum,99.00,99.00
adolfo dominguez vetiver hombre,"adolfo dominguez vetiver hombre for men -120ml, eau de toilette-",na,120,men,toilette,230.00,230.00
modern muse le rouge,"modern muse le rouge by estee lauder for women - eau de parfum, 50 ml",estee lauder ,50,women,parfum,174.98,174.98
leather wood extreme,"leather wood extreme by geparlys for unisex - eau de parfum, 100ml",geparlys ,100,unisex,parfum,60.48,60.48
ralph lauren polo black,"ralph lauren polo black for men -125ml, eau de toilette,",na,125,men,toilette,278.00,278.00
elizabeth arden green tea lavender,elizabeth arden green tea lavender for women 100ml - eau de toilette,na,100,women,toilette,68.99,68.99
parfums de marly pegasus,parfums de marly pegasus for men 125ml - eau de parfum,na,125,men,parfum,438.74,438.74
trussardi uomo,trussardi uomo for men eau de toilette 30 ml,na,30,men,toilette,59.99,59.99
noir extreme,"noir extreme by tom ford for men - eau de parfum, 50ml",tom ford ,50,men,parfum,299.00,299.00
hermes eau d`orange verte,hermes eau d`orange verte for unisex 100ml - eau de cologne,na,100,unisex,na,336.48,336.48
fabled for women,"fabled for women by julia robenson, eau de parfum, 100 ml","julia robenson, eau de parfum, 100 ml",100,women,parfum,116.00 SAR,50.99
new york platinum,"new york platinum by coach for men - eau de parfum, 100ml",coach ,100,men,parfum,188.98,188.98
united dreams inferno paradiso,"united dreams inferno paradiso for women , 100 ml",na,100,women,na,54.48,54.48
qaal al wadaby lattafa,"qaal al wadaby lattafa for unisex , 75ml",lattafa ,75,unisex,na,105.00 SAR,75.00
loewe 7 eau de toilette,loewe 7 eau de toilette for men 100ml,na,100,men,toilette,224.06,224.06
touch,"touch by fred hayman for women - eau de toilette, 100 ml",fred hayman ,100,women,toilette,85.48,85.48
paco rabanne 1 million special edition - eau de toilette,"paco rabanne 1 million special edition - eau de toilette for men, 100ml",na,100,men,toilette,235.66,235.66
nina ricci l`extase rose absolue,nina ricci l`extase rose absolue for women 80ml - eau de parfum,na,80,women,parfum,483.00 SAR,159.09
ajmal shine,ajmal shine for women 75ml - eau de parfum,na,75,women,parfum,109.95,109.95
roberto cavalli florence,roberto cavalli florence for women 50ml - eau de parfum,na,50,women,parfum,124.25,124.25
the voice gun metal,the voice gun metal for men 100 ml - eau de toilette,na,100,men,toilette,45.99,45.99
l'instant magic,"l'instant magic by guerlain for women - eau de parfum, 50 ml",guerlain ,50,women,parfum,420.00 SAR,360.00
mancera roses greedy,mancera roses greedy for unisex 120ml - eau de toilette,na,120,unisex,toilette,265.00,265.00
romance forever,"romance forever by al rasasi for men - eau de parfum , 100ml",al rasasi ,100,men,parfum,54.00,54.00
mukhalat malaki,"mukhalat malaki by swiss arabian for men - eau de parfum, 100ml",swiss arabian ,100,men,parfum,179.00,179.00
